Time(s),AOA(deg),AeroFX(N),AeroFY(N),AeroFZ(N),AeroMX(Nm),AeroMY(Nm),AeroMZ(Nm),AirDensity(kg/m^3),AngularVelocityX(rad/s),AngularVelocityY(rad/s),AngularVelocityZ(rad/s),Auto-AddedZeroLengthBoatTailFX(N),Auto-AddedZeroLengthBoatTailFY(N),Auto-AddedZeroLengthBoatTailFZ(N),Auto-AddedZeroLengthBoatTailMX(Nm),Auto-AddedZeroLengthBoatTailMY(Nm),Auto-AddedZeroLengthBoatTailMZ(Nm),CGX(m),CGY(m),CGZ(m),CPZ(m),GravityFX(N),GravityFY(N),GravityFZ(N),MOIX(kg*m^2),MOIY(kg*m^2),MOIZ(kg*m^2),Mach,Mass(kg),OrientationQuaternion0,OrientationQuaternion1,OrientationQuaternion2,PositionX(m),PositionY(m),PositionZ(m),RollAngle(deg),Sustainer.AltimeterMassFX(N),Sustainer.AltimeterMassFY(N),Sustainer.AltimeterMassFZ(N),Sustainer.AltimeterMassMX(Nm),Sustainer.AltimeterMassMY(Nm),Sustainer.AltimeterMassMZ(Nm),Sustainer.GeneralMassFX(N),Sustainer.GeneralMassFY(N),Sustainer.GeneralMassFZ(N),Sustainer.GeneralMassMX(Nm),Sustainer.GeneralMassMY(Nm),Sustainer.GeneralMassMZ(Nm),Sustainer.MotorFX(N),Sustainer.MotorFY(N),Sustainer.MotorFZ(N),Sustainer.MotorMX(Nm),Sustainer.MotorMY(Nm),Sustainer.MotorMZ(Nm),Sustainer.NoseconeFX(N),Sustainer.NoseconeFY(N),Sustainer.NoseconeFZ(N),Sustainer.NoseconeMX(Nm),Sustainer.NoseconeMY(Nm),Sustainer.NoseconeMZ(Nm),Sustainer.TailFinsFX(N),Sustainer.TailFinsFY(N),Sustainer.TailFinsFZ(N),Sustainer.TailFinsMX(Nm),Sustainer.TailFinsMY(Nm),Sustainer.TailFinsMZ(Nm),Sustainer.UpperBodyTubeFX(N),Sustainer.UpperBodyTubeFY(N),Sustainer.UpperBodyTubeFZ(N),Sustainer.UpperBodyTubeMX(Nm),Sustainer.UpperBodyTubeMY(Nm),Sustainer.UpperBodyTubeMZ(Nm),TotalFX(N),TotalFY(N),TotalFZ(N),UnitRe,VelocityX(m/s),VelocityY(m/s),VelocityZ(m/s),WindX(m/s),WindY(m/s),WindZ(m/s)
4.5949999999999465,0.2469239658122873,-0.003842121969037949,-0.002883423263869879,-0.08022291519765176,-0.0001230021433919406,0.00015486860645474543,0.0004182892066405176,1.2076137812355674,-0.022794643277141313,0.06202179830920484,-55.50247506809269,0.0,0.0,-0.01527794494162548,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.4129982199062683,0.10776879816479958,0.04325300505593883,-0.8521019066665365,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.05251414664563023,0.087576,-0.2487578488942257,0.06710293830622671,0.008751148500357103,-2.019786856904225,1.1052236416812167,148.64344719900174,35.35392016586406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008921738130586876,-0.0006329556365498965,-0.00872667795626709,0.0,0.0,2.561112911655973e-06,-0.00290723896150597,-0.0022201674492843856,-0.012041426308568484,-2.358270274982215e-05,4.5527608674313445e-05,0.0003868051931605034,-4.270919447329142e-05,-3.0300178035596805e-05,-0.04417686599119071,1.6753420821200248e-08,-1.2402996065166582e-07,2.8922900568358275e-05,0.10392667619576162,0.04036958179206895,-0.9323248218641883,1207865.3231225114,-0.46647756539680146,0.2851145516812698,17.66498221286801,2.0,0.0,0.0
4.5949999999999465,0.24373846635250168,-0.0038719863367117115,-0.002774700300226385,-0.08022282002637436,-0.00011761815756820224,0.0001599306402762826,0.0004182937614267884,1.207613812426086,-0.022514598101992273,0.0571183493702294,-55.50261473323273,0.0,0.0,-0.01527791980483246,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.4135160013047473,0.10780389182869733,0.043253969466809886,-0.8520974186121314,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.05251422830146113,0.087576,-0.24842481126384922,0.06711995548245954,0.008769717616893753,-2.0197824379973994,1.1052234408253536,148.64317905226775,34.401363763118404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008909320941921339,-0.000610065085366208,-0.008726663508448786,0.0,0.0,2.5611234122656924e-06,-0.002938954699894597,-0.002135807584524696,-0.012041443860768806,-2.2340701291402767e-05,4.575937659111598e-05,0.00038680961883072045,-4.2099542624980604e-05,-2.8827630335481375e-05,-0.04417679285232431,1.6344299291479337e-08,-1.0519357272876975e-07,2.8923019183802263e-05,0.10393190549198562,0.0404792691665835,-0.9323202386385058,1207867.2304303339,-0.4664783173699687,0.2851177899004363,17.66501012072993,2.0,0.0,0.0
4.599999999999946,0.24950765088727417,-0.0030185243760418993,-0.0037924739308087116,-0.07633132673706089,-0.00016024626929551992,0.00012270961926280684,0.00041563301600236626,1.2076035385752537,-0.037111942125767586,0.05123797175257705,-55.36608942893721,0.0,0.0,-0.01518666155323416,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.41347598047596246,0.09201512565776768,0.07126810241837377,-0.8520660942616153,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.05235766482191379,0.087576,-0.3796825498600269,0.06539253211236959,0.018000324204099492,-2.0221148333441152,1.1066490459659517,148.7315042424107,50.118979246381464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007045148734149595,-0.0008431577402203744,-0.00867470823623681,0.0,0.0,2.5471887517490366e-06,-0.0022799308300121496,-0.0029085311090011777,-0.01196399485573651,-3.4611902628563755e-05,3.855197907261821e-05,0.00038655244435533694,-3.4078672614790086e-05,-4.078508158715935e-05,-0.040505962091853406,4.440803719832446e-08,-8.464826743379088e-08,2.6533382895280262e-05,0.08899660128172578,0.06747562848756505,-0.9283974209986762,1204256.5743007187,-0.4655978962913561,0.28506938126453574,17.611408561694656,2.0,0.0,0.0
4.599999999999946,0.2481819811348251,-0.0029615566157307188,-0.0037947410114751914,-0.0763317008036642,-0.00015979814898002103,0.00011967579010940899,0.0004156390854260154,1.2076035385860968,-0.03803740862168739,0.05143219067545951,-55.366333834189525,0.0,0.0,-0.015186741770857923,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.4133100132448923,0.09205401773257599,0.07126129420303705,-0.8520624628102198,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.05235785552698676,0.087576,-0.37968298855143295,0.06541206710908531,0.017987989505525253,-2.022114835184727,1.1066490160457503,148.73150414918433,50.645706354513585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006930371848919519,-0.00084509085686338,-0.008674753849095754,0.0,0.0,2.5472092694448494e-06,-0.002235174068898262,-0.002908988757057632,-0.011964061194064662,-3.47268511512115e-05,3.793556924704208e-05,0.00038655829987545157,-3.334536194050512e-05,-4.066139755417943e-05,-0.04050614398964585,4.665047366545236e-08,-8.529120678029282e-08,2.6533576281118987e-05,0.08909246111684527,0.06746655319156186,-0.9283941636138839,1204260.9606378076,-0.46560431768020694,0.2850753155051765,17.611472987709273,2.0,0.0,0.0
4.604999999999946,0.25205107238364177,-0.001778000940600481,-0.004511838221784925,-0.07589691793668381,-0.00018786472549281886,6.838229669963163e-05,0.0004152569592245975,1.2075932959551294,-0.05245868113895931,0.04114184662364362,-55.230676456630306,0.0,0.0,-0.015096100932633758,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.41305433483842663,0.06926683049925253,0.09389744624358717,-0.8520257564517439,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.05220195287856789,0.087576,-0.503346365937292,0.0624588166863987,0.026879923008721576,-2.024442856773128,1.1080743926232761,148.81956151412288,66.97382642003457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004315765961113048,-0.001015440787914239,-0.00862314798691001,0.0,0.0,2.5333842455672326e-06,-0.0013253353902884983,-0.00344677800486833,-0.011887114342235824,-4.436002398951147e-05,2.669344299780764e-05,0.00038631736018923847,-2.1088954200677892e-05,-4.96194290023567e-05,-0.04029055467490421,8.87289343582166e-08,-5.457554629229155e-08,2.6406214789791826e-05,0.06748882955865206,0.08938560802180225,-0.9279226743884278,1200665.5901367746,-0.46474859995411577,0.28503868612424443,17.558092160376283,2.0,0.0,0.0
4.604999999999946,0.2488650019047043,-0.0018601054980405937,-0.004435715420188577,-0.07589678823044248,-0.00018597141882938746,7.546391739954224e-05,0.00041526091530193313,1.2075933270007064,-0.049640244086008305,0.03712338942547394,-55.230801175984666,0.0,0.0,-0.015096069915211818,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.41356642543512523,0.0692957444061025,0.0939170587093643,-0.8520212438021488,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.05220202599345668,0.087576,-0.5030512006277391,0.06247002041520785,0.026902682647369246,-2.0244385781844976,1.1080742094763716,148.8192946099862,66.03392445477247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00044251155537090045,-0.000995483091362752,-0.008623130190232834,0.0,0.0,2.533393587083668e-06,-0.001396243981690696,-0.0033922030177312664,-0.011887128701541412,-4.343457720314611e-05,2.7538676276590978e-05,0.00038632121745986036,-2.1349960978997117e-05,-4.802931109455905e-05,-0.040290459423456416,7.945081522853709e-08,-4.443506128259487e-08,2.640630425498912e-05,0.06743563890806191,0.08948134328917573,-0.9279180320325913,1200667.3006617147,-0.4647489924501447,0.28504185055745923,17.558117191227325,2.0,0.0,0.0
4.609999999999946,0.2547103332040909,-0.0005940692963261389,-0.004857219905332812,-0.07546362735392231,-0.00020284247477419815,2.1199008474536433e-05,0.00041487750173109934,1.207583115452544,-0.059028456903063006,0.024385983056311046,-55.09526593538996,0.0,0.0,-0.015005796757805244,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.41351480239177163,0.041151925478719514,0.10946684222022263,-0.8519894381506989,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.052046203613801696,0.087576,-0.6168443716447216,0.05829106953656797,0.035311293825438676,-2.026762325109228,1.109499434551325,148.90708532109662,81.68182731900102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00016034280561418696,-0.0010966747963578548,-0.008571731751975608,0.0,0.0,2.519615434427172e-06,-0.0004258086889988706,-0.0037063908015956245,-0.011810476779420797,-5.01255506274298e-05,1.4912717277983056e-05,0.00038607857978933935,-7.91780171308128e-06,-5.4154307379332786e-05,-0.04007562206472066,1.1234396024744942e-07,-1.9173765173254397e-08,2.62793065073328e-05,0.040557856182393374,0.10460962231488982,-0.9274530655046213,1197073.861917594,-0.46389625952742847,0.28499696106407335,17.50476127964191,2.0,0.0,0.0
4.609999999999946,0.25337426850325356,-0.0005450640521944976,-0.004829378903446875,-0.07546348115345362,-0.00020088041628308132,1.8887355767822487e-05,0.00041487763753877727,1.2075831154622714,-0.059911804264292656,0.024064492935524012,-55.09526736664322,0.0,0.0,-0.01500576539876927,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.4133514948678678,0.04118854693311322,0.10948157637068295,-0.8519857752765507,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.052046203411100576,0.087576,-0.6168444478622429,0.05831324761875996,0.03530483031444327,-2.0267623281214204,1.1094994049623048,148.9070852374686,82.19627413239604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00014970028248574953,-0.0010923104363059453,-0.008571713839032269,0.0,0.0,2.519615490166151e-06,-0.00038801027605857476,-0.003683412604078959,-0.011810463566897623,-4.990001630464726e-05,1.4334914304781442e-05,0.0003860787149375075,-7.353493650173266e-06,-5.3655863061971046e-05,-0.04007553834875446,1.1573152240444937e-07,-1.8671546856105733e-08,2.6279307111103608e-05,0.04064348288091872,0.10465219746723609,-0.9274492564300043,1197073.857264439,-0.4638939919188915,0.285001808934086,17.504761450364814,2.0,0.0,0.0
4.614999999999946,0.257310707367954,0.0008440987609541907,-0.0048222132127374966,-0.0750315197853385,-0.00019799078264852812,-3.976858897262034e-05,0.00041449333019921963,1.2075729350255935,-0.0668257703721496,0.007669742373074568,-54.959858512447546,0.0,0.0,-0.01491576938626667,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.4130814409909196,0.00992227693604206,0.11682318568397176,-0.8519485455734301,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.051890460818992304,0.087576,-0.7186588838299279,0.053052629835116605,0.04305713036286288,-2.0290817980810147,1.1109244140069752,148.99460904472042,98.43919851194549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001633359017343523,-0.001100896353853996,-0.008520471130306628,0.0,0.0,2.505884324825098e-06,0.0006726149147058859,-0.003666399095479569,-0.01173406728265245,-5.223667936165343e-05,-3.471850133423891e-07,0.00038583477122065965,8.147944513952502e-06,-5.4917763403931585e-05,-0.03986121198611275,1.4398297920953184e-07,-1.8966393637341222e-09,2.6152674653734882e-05,0.01076637569699625,0.11200097247123426,-0.9269800653587686,1193482.3390328216,-0.46303950895303586,0.28496538342824407,17.451430663148685,2.0,0.0,0.0
4.614999999999946,0.25412399808418806,0.0007350158116329248,-0.0048007118008287705,-0.07503138495001921,-0.00020009590208981622,-3.279966671811073e-05,0.00041449732576266706,1.2075729660416652,-0.062321502492937934,0.005726833083666595,-54.959983943687504,0.0,0.0,-0.014915737194308262,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.4135912338268114,0.009936539247364241,0.11685506025468403,-0.8519440080205404,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.05189053346503234,0.087576,-0.7184217401395616,0.053057147047711875,0.04308219325051188,-2.0290775256661857,1.1109242318794461,148.99434239078434,97.51170139789087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014369262500690567,-0.0010897340349555822,-0.008520452663900417,0.0,0.0,2.505893623730337e-06,0.000584243912270564,-0.003657290068209116,-0.011734081468786302,-5.189671445031769e-05,8.504527191414151e-07,0.0003858386682660382,7.079274355455163e-06,-5.3687697664072776e-05,-0.03986111362302423,1.2522730916551164e-07,-1.0574315619087015e-09,2.6152763872898488e-05,0.010671555058997166,0.11205434845385526,-0.9269753929705595,1193484.0385483175,-0.4630399098598854,0.2849684929578874,17.45145553449908,2.0,0.0,0.0
4.619999999999946,0.26005007175919653,0.002041290300948461,-0.004497684238865946,-0.07460104321402347,-0.00018605986872942117,-8.822793220732126e-05,0.00041411177911176116,1.2075628166576688,-0.0636751870762362,-0.010125346168299673,-54.82469791256678,0.0,0.0,-0.01482610843567986,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.41352788216050795,-0.02218153901128168,0.11539846551619212,-0.8519117123797022,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.0517348707967813,0.087576,-0.8064587771231944,0.04675338264115751,0.05004019269285705,-2.031392727220019,1.1123490898918837,149.0815997928136,113.08994838472073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043847168467290665,-0.0010284824147659454,-0.008469417180356221,0.0,0.0,2.4922091816406358e-06,0.001580712774896791,-0.0034173501996590206,-0.011657977902947413,-5.10012591313889e-05,-1.3492620788351436e-05,0.0003855930755658024,2.21058413787634e-05,-5.18516244409804e-05,-0.03964753969503998,1.3072541450651924e-07,3.3055164916827123e-09,2.6026494364318123e-05,-0.02014024871033322,0.11090078127732618,-0.9265127555937257,1189894.4435089768,-0.4621883781276416,0.28492383243956537,17.39814950820159,2.0,0.0,0.0
4.619999999999946,0.2587028385178525,0.0020680612797958115,-0.004448812718958099,-0.07460089436179293,-0.00018320970770931106,-8.915696337403407e-05,0.0004141119173185666,1.2075628166673336,-0.06425446703116174,-0.0108586982770685,-54.82469935147919,0.0,0.0,-0.01482607654942792,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.4133679363416871,-0.022158115867989648,0.11543023523853085,-0.8519080178634977,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.05173487059262283,0.087576,-0.8064584585074425,0.046776482555370306,0.050040067766133414,-2.0313927301342076,1.1123490606192146,149.08159970972505,113.59235468952399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004451549111253821,-0.001019290047349886,-0.00846939896554365,0.0,0.0,2.4922092373131345e-06,0.00160057985580558,-0.0033784007098227337,-0.011657964387098662,-5.0511974608814386e-05,-1.3862000361366341e-05,0.00038559321311302727,2.232651286484942e-05,-5.1121961785479276e-05,-0.0396474544597227,1.331147618855731e-07,3.8016759914307315e-09,2.6026494968226187e-05,-0.020090054588193837,0.11098142251957276,-0.9265089122252906,1189894.438822263,-0.46218614503308864,0.2849286626740401,17.398149675091283,2.0,0.0,0.0
4.624999999999946,0.2627088070788057,0.0032558948345468614,-0.0037167215187103747,-0.07417174660106526,-0.0001500914131555814,-0.0001380497203494017,0.000413725455140013,1.2075526983645142,-0.061581157332970926,-0.028527855099739204,-54.689540415062325,0.0,0.0,-0.014736723163223903,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.4131019385021639,-0.05266108784808179,0.1053860945723044,-0.8518702557972657,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.05157928736517097,0.087576,-0.8791323172762098,0.039613921947580885,0.05607786205778901,-2.033703660859373,1.1137737039325848,149.1685904581005,129.7503036953478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007178931051080564,-0.0008631633317351708,-0.008418518241928576,0.0,0.0,2.4785716344011642e-06,0.0025014386385206443,-0.0028095963225264497,-0.011582117101713998,-4.484814710688415e-05,-2.7689458709792686e-05,0.00038534629355030316,3.656309091816082e-05,-4.3961864448754245e-05,-0.039434388094198795,1.2226766619349173e-07,2.6239416264798478e-08,2.5900589955308702e-05,-0.04940519301353492,0.10166937305359403,-0.926042002398331,1186306.7556889283,-0.46133291697086654,0.28489240659867887,17.344868608273654,2.0,0.0,0.0
4.624999999999946,0.2595214969100999,0.00315234608645792,-0.003755198143052421,-0.0741716064736616,-0.0001555020895542669,-0.0001332302453943561,0.0004137294914749772,1.2075527293512718,-0.05672798628016543,-0.02783427045757368,-54.689666549604304,0.0,0.0,-0.01473668979351819,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.4136061987359438,-0.052665633996597586,0.10542069828562209,-0.8518656932328305,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.05157935954369051,0.087576,-0.8789704371021493,0.03961138340370827,0.05610330197559207,-2.033699394719062,1.1137735226522079,149.16832405276642,128.83510776142603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006954752269645183,-0.0008639121909900778,-0.00841849910387472,0.0,0.0,2.478580890278098e-06,0.002421879281590451,-0.002847819773023474,-0.01158213097531944,-4.518249924781071e-05,-2.6497608615649747e-05,0.00038535023166140064,3.4991577902950596e-05,-4.3466179038869336e-05,-0.03943428660094925,1.0375539191483167e-07,2.4979033256275766e-08,2.5900678923298433e-05,-0.04951328791013967,0.10166550014256967,-0.9260372997064921,1186308.4442267066,-0.46133332975891056,0.2848955207577232,17.34489331911187,2.0,0.0,0.0
4.629999999999946,0.26553043281875943,0.004116219989135107,-0.002812608189950714,-0.07374408164378313,-0.00011449546694306654,-0.00017357608271722363,0.00041334171958828697,1.2075426420712074,-0.0495960218784395,-0.04215336051974053,-54.55463111295018,0.0,0.0,-0.014647703252280092,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.41354716491912646,-0.07933066400284908,0.08746239172317533,-0.8518328987855224,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.05142385589934916,0.087576,-0.9350789822862224,0.0316631880575095,0.061099412853369395,-2.0360060634317967,1.1151980158267918,149.25504864291617,144.34358104152253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009164516298249816,-0.0006574808587105159,-0.008367825416526671,0.0,0.0,2.4649898622360837e-06,0.003152591143606633,-0.002121281446435315,-0.011506579778426944,-3.693165549302537e-05,-3.8360685259999866e-05,0.00038510159366766586,4.7177215703492705e-05,-3.384588480488302e-05,-0.039221973196549416,7.930599137793342e-08,5.728972246423574e-08,2.5775136058385004e-05,-0.07521444401371397,0.08464978353322461,-0.9255769804293055,1182722.6758190903,-0.46048302376363315,0.2848511067499079,17.29163685742925,2.0,0.0,0.0
4.629999999999946,0.2641720759462665,0.004113529285835445,-0.002757609602549317,-0.07374393044762696,-0.00011161904231468038,-0.00017288797432753623,0.0004133418539139913,1.2075426420808082,-0.049705501385712156,-0.04307596408199691,-54.55463257282847,0.0,0.0,-0.014647670831617427,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.41339111855129074,-0.07932731125085574,0.08750171600866746,-0.8518291724610656,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.05142385569319239,0.087576,-0.9350782912527923,0.03168544190112067,0.061105605499364064,-2.036006066237968,1.1151979866594426,149.25504856037054,144.8341586208554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009173306144757207,-0.0006462868682010201,-0.008367806895716885,0.0,0.0,2.4649899184148418e-06,0.0031492177783621245,-0.002078223289370044,-0.011506566302016852,-3.632947854901833e-05,-3.841905941572175e-05,0.00038510172732709015,4.6980892997599655e-05,-3.309944497825276e-05,-0.03922188641827579,7.965650189871184e-08,5.98249473354754e-08,2.5775136668486285e-05,-0.0752137819650203,0.08474410640611815,-0.9255731029086925,1182722.6710863789,-0.4604808108676409,0.28485591812987066,17.291637022321463,2.0,0.0,0.0
4.634999999999946,0.26824972926408075,0.004753842154981451,-0.0015109796947626582,-0.07331759698740203,-5.7761346951937684e-05,-0.00019778037062125867,0.000412953083948968,1.20753258585181,-0.03818833873236269,-0.05684143202121355,-54.41972497173035,0.0,0.0,-0.014558957889759822,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.4131378402971781,-0.10017750372864465,0.06307974898313623,-0.851790869017244,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.05126843114536305,0.087576,-0.9736582717613994,0.023161540674189778,0.06498970576900825,-2.038308470292306,1.116622266250092,149.34150674548215,160.90725967284286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010702625163106455,-0.00037045976310312904,-0.00831728699786115,0.0,0.0,2.4514455828019593e-06,0.0036279203014344336,-0.0011212540556965534,-0.011431274970234771,-2.4290337900012847e-05,-4.736228020961309e-05,0.00038485168084840263,5.565933723637119e-05,-1.9265875962975786e-05,-0.039010077129546294,4.701865786433998e-08,1.0416905330245817e-07,2.5649957517763383e-05,-0.0954236615736632,0.06156876928837357,-0.925108466004646,1179138.806037257,-0.45962882206428574,0.28481989720849193,17.23840536000437,2.0,0.0,0.0
4.634999999999946,0.265061619454181,0.004685861726816905,-0.0015971492966067558,-0.07331745077858921,-6.483671583483569e-05,-0.0001964840473370178,0.0004129571786775177,1.2075326168094396,-0.034404851527368205,-0.05372866063637928,-54.41985185949375,0.0,0.0,-0.014558923332098407,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.41363553774175693,-0.10019941895675602,0.06310688724283964,-0.8517862812190982,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.05126850285545651,0.087576,-0.9735830076206431,0.023152118486937587,0.06501358062610992,-2.0383042103482896,1.116622086145485,149.34124058717057,160.00430758194494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010516457109260428,-0.00038267819994270986,-0.008317267182246636,0.0,0.0,2.451454797770705e-06,0.0035801748434786955,-0.0011948063194804153,-0.011431287795128788,-2.5188905256140096e-05,-4.6523739371328744e-05,0.0003848556776235077,5.404117241216663e-05,-1.9664777183630725e-05,-0.039009972469115375,3.816348996029009e-08,9.307236208062662e-08,2.5650046256239284e-05,-0.09551355722993912,0.06150973794623288,-0.9251037319976874,1179140.483577654,-0.4596291861026017,0.2848230154560404,17.238429918665645,2.0,0.0,0.0
4.6399999999999455,0.27115528234497055,0.0050254502424746175,-0.0002854850835927952,-0.07289274064569429,-8.59668672578303e-06,-0.00020995654132922322,0.00041256709097873645,1.2075225915734518,-0.020812226855487514,-0.062328297306358534,-54.285068473262484,0.0,0.0,-0.014470576837630804,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.4135844644602544,-0.11369976211057295,0.03393314735335156,-0.8517529790002223,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.051113157552131555,0.087576,-0.994097528695109,0.01415422861523662,0.06768894236468637,-2.040602358098994,1.118046216814003,149.4274328595572,175.44285357737388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011342987229889681,-9.040968464176141e-05,-0.008266954137754249,0.0,0.0,2.4379568902784416e-06,0.0038315230172459628,-0.00019032268789362827,-0.011356292971869832,-1.1943498880558506e-05,-5.24403087719868e-05,0.0003846039056199681,5.962850223968665e-05,-4.7527110574055255e-06,-0.038798916698439406,1.396504063085293e-08,1.2524939226464153e-07,2.5525228468489906e-05,-0.10867431186809834,0.033647662269758766,-0.9246457196459166,1175558.5248392955,-0.4587800374059925,0.2847789143719444,17.18522271307997,2.0,0.0,0.0
